timestamp,source_file,user,source_ip,country,success,base_country_risk,country_risk,hour,failed_last_hour,logins_last_hour,unusual_hour,anomaly,anomaly_label,anomaly_score,anomaly_reason,safety
2026-05-06 08:17:00,new_unique_syslog_1000.log,carol,88.198.36.0,United States (Non-EU - Unsafe),1,0.95,0.95,8,0,2,0,1,normal,0.03,,suspicious
2026-05-06 02:06:00,new_unique_syslog_1000.log,eve,46.101.1.1,United States (Non-EU - Unsafe),1,0.95,0.99,2,0,1,1,1,normal,0.04,,suspicious
2026-05-06 02:13:00,new_unique_syslog_1000.log,carol,2.16.4.5,United States (Non-EU - Unsafe),1,0.95,0.99,2,0,1,1,1,normal,0.04,,suspicious
2026-05-06 02:41:00,new_unique_syslog_1000.log,carol,46.101.1.1,United States (Non-EU - Unsafe),1,0.95,0.99,2,0,1,1,1,normal,0.04,,suspicious
2026-05-06 02:48:00,new_unique_syslog_1000.log,alice,2.16.4.5,United States (Non-EU - Unsafe),1,0.95,0.99,2,0,1,1,1,normal,0.04,,suspicious
2026-05-06 03:16:00,new_unique_syslog_1000.log,alice,46.101.1.1,United States (Non-EU - Unsafe),1,0.95,0.99,3,0,1,1,1,normal,0.04,,suspicious
2026-05-06 03:23:00,new_unique_syslog_1000.log,trudy,2.16.4.5,United States (Non-EU - Unsafe),1,0.95,0.99,3,0,1,1,1,normal,0.04,,suspicious
2026-05-06 03:51:00,new_unique_syslog_1000.log,trudy,46.101.1.1,United States (Non-EU - Unsafe),1,0.95,0.99,3,0,1,1,1,normal,0.04,,suspicious
2026-05-06 03:58:00,new_unique_syslog_1000.log,eve,2.16.4.5,United States (Non-EU - Unsafe),1,0.95,0.99,3,0,1,1,1,normal,0.04,,suspicious
2026-05-06 05:01:00,new_unique_syslog_1000.log,carol,46.101.1.1,United States (Non-EU - Unsafe),1,0.95,0.99,5,0,1,1,1,normal,0.04,,suspicious
2026-05-06 05:08:00,new_unique_syslog_1000.log,alice,2.16.4.5,United States (Non-EU - Unsafe),1,0.95,0.99,5,0,1,1,1,normal,0.04,,suspicious
2026-05-06 05:36:00,new_unique_syslog_1000.log,alice,46.101.1.1,United States (Non-EU - Unsafe),1,0.95,0.99,5,0,1,1,1,normal,0.04,,suspicious
2026-05-06 05:43:00,new_unique_syslog_1000.log,trudy,2.16.4.5,United States (Non-EU - Unsafe),1,0.95,0.99,5,0,1,1,1,normal,0.04,,suspicious
2026-05-06 06:11:00,new_unique_syslog_1000.log,trudy,46.101.1.1,United States (Non-EU - Unsafe),1,0.95,0.99,6,0,1,1,1,normal,0.04,,suspicious
2026-05-06 06:18:00,new_unique_syslog_1000.log,eve,2.16.4.5,United States (Non-EU - Unsafe),1,0.95,0.99,6,0,1,1,1,normal,0.04,,suspicious
2026-05-06 06:46:00,new_unique_syslog_1000.log,eve,46.101.1.1,United States (Non-EU - Unsafe),1,0.95,0.99,6,0,1,1,1,normal,0.04,,suspicious
2026-05-06 06:53:00,new_unique_syslog_1000.log,carol,2.16.4.5,United States (Non-EU - Unsafe),1,0.95,0.99,6,0,1,1,1,normal,0.04,,suspicious
2026-05-06 07:07:00,new_unique_syslog_1000.log,trudy,88.198.36.0,United States (Non-EU - Unsafe),1,0.95,0.99,7,0,2,1,1,normal,0.04,,suspicious
2026-05-06 07:14:00,new_unique_syslog_1000.log,eve,79.137.0.1,United States (Non-EU - Unsafe),1,0.95,0.99,7,0,2,1,1,normal,0.04,,suspicious
2026-05-06 07:21:00,new_unique_syslog_1000.log,carol,46.101.1.1,United States (Non-EU - Unsafe),1,0.95,0.99,7,0,1,1,1,normal,0.04,,suspicious
2026-05-06 07:28:00,new_unique_syslog_1000.log,alice,2.16.4.5,United States (Non-EU - Unsafe),1,0.95,0.99,7,0,1,1,1,normal,0.04,,suspicious
2026-05-06 07:42:00,new_unique_syslog_1000.log,eve,88.198.36.0,United States (Non-EU - Unsafe),1,0.95,0.99,7,0,2,1,1,normal,0.04,,suspicious
2026-05-06 07:49:00,new_unique_syslog_1000.log,carol,79.137.0.1,United States (Non-EU - Unsafe),1,0.95,0.99,7,0,2,1,1,normal,0.04,,suspicious
2026-05-06 07:56:00,new_unique_syslog_1000.log,alice,46.101.1.1,United States (Non-EU - Unsafe),1,0.95,0.99,7,0,1,1,1,normal,0.04,,suspicious
2026-05-06 08:06:30,new_unique_syslog_1000.log,mallory,79.137.0.1,United States (Non-EU - Unsafe),1,0.95,0.95,8,0,5,0,1,normal,0.04,,suspicious
2026-05-06 00:31:30,new_unique_syslog_1000.log,victor,79.137.0.1,United States (Non-EU - Unsafe),1,0.95,0.99,0,0,3,1,1,normal,0.05,,suspicious
2026-05-06 00:38:30,new_unique_syslog_1000.log,mallory,46.101.1.1,United States (Non-EU - Unsafe),1,0.95,0.99,0,0,3,1,1,normal,0.05,,suspicious
2026-05-06 00:52:30,new_unique_syslog_1000.log,bob,85.214.132.10,United States (Non-EU - Unsafe),1,0.95,0.99,0,0,3,1,1,normal,0.05,,suspicious
2026-05-06 00:56:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,0,0,76,1,1,normal,0.05,,safe
2026-05-06 00:57:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,0,0,77,1,1,normal,0.05,,safe
2026-05-06 00:58:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,0,0,78,1,1,normal,0.05,,safe
2026-05-06 00:58:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,0,0,79,1,1,normal,0.05,,safe
2026-05-06 00:59:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,0,0,80,1,1,normal,0.05,,safe
2026-05-06 00:59:30,new_unique_syslog_1000.log,victor,88.198.36.0,United States (Non-EU - Unsafe),1,0.95,0.99,0,0,5,1,1,normal,0.05,,suspicious
2026-05-06 01:03:00,new_unique_syslog_1000.log,trudy,2.16.4.5,United States (Non-EU - Unsafe),1,0.95,0.99,1,0,1,1,1,normal,0.05,,suspicious
2026-05-06 01:17:00,new_unique_syslog_1000.log,carol,88.198.36.0,United States (Non-EU - Unsafe),1,0.95,0.99,1,0,2,1,1,normal,0.05,,suspicious
2026-05-06 01:24:00,new_unique_syslog_1000.log,alice,79.137.0.1,United States (Non-EU - Unsafe),1,0.95,0.99,1,0,2,1,1,normal,0.05,,suspicious
2026-05-06 01:31:00,new_unique_syslog_1000.log,trudy,46.101.1.1,United States (Non-EU - Unsafe),1,0.95,0.99,1,0,1,1,1,normal,0.05,,suspicious
2026-05-06 01:38:00,new_unique_syslog_1000.log,eve,2.16.4.5,United States (Non-EU - Unsafe),1,0.95,0.99,1,0,1,1,1,normal,0.05,,suspicious
2026-05-06 01:52:00,new_unique_syslog_1000.log,alice,88.198.36.0,United States (Non-EU - Unsafe),1,0.95,0.99,1,0,2,1,1,normal,0.05,,suspicious
2026-05-06 01:59:00,new_unique_syslog_1000.log,trudy,79.137.0.1,United States (Non-EU - Unsafe),1,0.95,0.99,1,0,2,1,1,normal,0.05,,suspicious
2026-05-06 02:27:00,new_unique_syslog_1000.log,trudy,88.198.36.0,United States (Non-EU - Unsafe),1,0.95,0.99,2,0,2,1,1,normal,0.05,,suspicious
2026-05-06 02:34:00,new_unique_syslog_1000.log,eve,79.137.0.1,United States (Non-EU - Unsafe),1,0.95,0.99,2,0,2,1,1,normal,0.05,,suspicious
2026-05-06 03:02:00,new_unique_syslog_1000.log,eve,88.198.36.0,United States (Non-EU - Unsafe),1,0.95,0.99,3,0,2,1,1,normal,0.05,,suspicious
2026-05-06 03:09:00,new_unique_syslog_1000.log,carol,79.137.0.1,United States (Non-EU - Unsafe),1,0.95,0.99,3,0,2,1,1,normal,0.05,,suspicious
2026-05-06 03:37:00,new_unique_syslog_1000.log,carol,88.198.36.0,United States (Non-EU - Unsafe),1,0.95,0.99,3,0,2,1,1,normal,0.05,,suspicious
2026-05-06 03:44:00,new_unique_syslog_1000.log,alice,79.137.0.1,United States (Non-EU - Unsafe),1,0.95,0.99,3,0,2,1,1,normal,0.05,,suspicious
2026-05-06 04:12:00,new_unique_syslog_1000.log,alice,88.198.36.0,United States (Non-EU - Unsafe),1,0.95,0.99,4,0,2,1,1,normal,0.05,,suspicious
2026-05-06 04:19:00,new_unique_syslog_1000.log,trudy,79.137.0.1,United States (Non-EU - Unsafe),1,0.95,0.99,4,0,2,1,1,normal,0.05,,suspicious
2026-05-06 04:26:00,new_unique_syslog_1000.log,eve,46.101.1.1,United States (Non-EU - Unsafe),1,0.95,0.99,4,0,1,1,1,normal,0.05,,suspicious
2026-05-06 04:33:00,new_unique_syslog_1000.log,carol,2.16.4.5,United States (Non-EU - Unsafe),1,0.95,0.99,4,0,1,1,1,normal,0.05,,suspicious
2026-05-06 04:47:00,new_unique_syslog_1000.log,trudy,88.198.36.0,United States (Non-EU - Unsafe),1,0.95,0.99,4,0,2,1,1,normal,0.05,,suspicious
2026-05-06 04:54:00,new_unique_syslog_1000.log,eve,79.137.0.1,United States (Non-EU - Unsafe),1,0.95,0.99,4,0,2,1,1,normal,0.05,,suspicious
2026-05-06 05:22:00,new_unique_syslog_1000.log,eve,88.198.36.0,United States (Non-EU - Unsafe),1,0.95,0.99,5,0,2,1,1,normal,0.05,,suspicious
2026-05-06 05:29:00,new_unique_syslog_1000.log,carol,79.137.0.1,United States (Non-EU - Unsafe),1,0.95,0.99,5,0,2,1,1,normal,0.05,,suspicious
2026-05-06 05:57:00,new_unique_syslog_1000.log,carol,88.198.36.0,United States (Non-EU - Unsafe),1,0.95,0.99,5,0,2,1,1,normal,0.05,,suspicious
2026-05-06 06:04:00,new_unique_syslog_1000.log,alice,79.137.0.1,United States (Non-EU - Unsafe),1,0.95,0.99,6,0,2,1,1,normal,0.05,,suspicious
2026-05-06 06:32:00,new_unique_syslog_1000.log,alice,88.198.36.0,United States (Non-EU - Unsafe),1,0.95,0.99,6,0,2,1,1,normal,0.05,,suspicious
2026-05-06 06:39:00,new_unique_syslog_1000.log,trudy,79.137.0.1,United States (Non-EU - Unsafe),1,0.95,0.99,6,0,2,1,1,normal,0.05,,suspicious
2026-05-06 00:46:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,0,0,62,1,1,normal,0.06,,safe
2026-05-06 00:46:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,0,0,63,1,1,normal,0.06,,safe
2026-05-06 00:47:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,0,0,64,1,1,normal,0.06,,safe
2026-05-06 00:48:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,0,0,65,1,1,normal,0.06,,safe
2026-05-06 00:48:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,0,0,66,1,1,normal,0.06,,safe
2026-05-06 00:49:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,0,0,67,1,1,normal,0.06,,safe
2026-05-06 00:51:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,0,0,68,1,1,normal,0.06,,safe
2026-05-06 00:51:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,0,0,69,1,1,normal,0.06,,safe
2026-05-06 00:52:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,0,0,70,1,1,normal,0.06,,safe
2026-05-06 00:53:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,0,0,71,1,1,normal,0.06,,safe
2026-05-06 00:53:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,0,0,72,1,1,normal,0.06,,safe
2026-05-06 00:54:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,0,0,73,1,1,normal,0.06,,safe
2026-05-06 00:54:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,0,0,74,1,1,normal,0.06,,safe
2026-05-06 00:55:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,0,0,75,1,1,normal,0.06,,safe
2026-05-06 01:00:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:01:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:01:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:02:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:03:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,80,1,1,normal,0.06,,safe
2026-05-06 01:04:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:04:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:05:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:06:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:07:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,80,1,1,normal,0.06,,safe
2026-05-06 01:08:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:08:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:09:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:09:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:10:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:11:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,82,1,1,normal,0.06,,safe
2026-05-06 01:11:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,82,1,1,normal,0.06,,safe
2026-05-06 01:12:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,82,1,1,normal,0.06,,safe
2026-05-06 01:13:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,82,1,1,normal,0.06,,safe
2026-05-06 01:14:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:14:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,82,1,1,normal,0.06,,safe
2026-05-06 01:15:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,82,1,1,normal,0.06,,safe
2026-05-06 01:16:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,82,1,1,normal,0.06,,safe
2026-05-06 01:16:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,82,1,1,normal,0.06,,safe
2026-05-06 01:18:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:18:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:19:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:19:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:21:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,80,1,1,normal,0.06,,safe
2026-05-06 01:21:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:22:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:23:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:23:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:24:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,80,1,1,normal,0.06,,safe
2026-05-06 01:25:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:26:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:26:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:27:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:28:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:28:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,82,1,1,normal,0.06,,safe
2026-05-06 01:29:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,82,1,1,normal,0.06,,safe
2026-05-06 01:29:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,82,1,1,normal,0.06,,safe
2026-05-06 01:30:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,82,1,1,normal,0.06,,safe
2026-05-06 01:31:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:32:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,82,1,1,normal,0.06,,safe
2026-05-06 01:33:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,82,1,1,normal,0.06,,safe
2026-05-06 01:33:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,82,1,1,normal,0.06,,safe
2026-05-06 01:34:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,82,1,1,normal,0.06,,safe
2026-05-06 01:35:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:36:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:36:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:37:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:38:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,80,1,1,normal,0.06,,safe
2026-05-06 01:39:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:39:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:40:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:41:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:42:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,80,1,1,normal,0.06,,safe
2026-05-06 01:43:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:43:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:44:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:44:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:45:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:46:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,82,1,1,normal,0.06,,safe
2026-05-06 01:46:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,82,1,1,normal,0.06,,safe
2026-05-06 01:47:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,82,1,1,normal,0.06,,safe
2026-05-06 01:48:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,82,1,1,normal,0.06,,safe
2026-05-06 01:49:00,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,81,1,1,normal,0.06,,safe
2026-05-06 01:49:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,82,1,1,normal,0.06,,safe
2026-05-06 01:50:30,new_unique_syslog_1000.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,0.2,0.33,1,0,82,1,1,normal,0.06,,safe
