timestamp,source_file,user,source_ip,success,base_country_risk,country_risk,hour,failed_last_hour,logins_last_hour,unusual_hour,anomaly,anomaly_label,anomaly_score,anomaly_reason
2026-05-05 17:21:50,mixed_syslog_2000.log,illegal,192.0.2.50,0,0.2,0.30000000000000004,17,0,0,0,1,normal,0.04153667875099154,
2026-05-05 17:38:17,mixed_syslog_2000.log,oracle,198.51.100.99,0,0.2,0.30000000000000004,17,0,0,0,1,normal,0.04153667875099154,
2026-05-05 11:41:52,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.44,11,3,120,0,1,normal,0.04164799394324015,
2026-05-05 16:16:02,mixed_syslog_2000.log,admin,203.0.113.77,0,0.2,0.30000000000000004,16,0,0,0,1,normal,0.04177639874072758,
2026-05-05 17:32:48,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.47000000000000003,17,4,123,0,1,normal,0.041787083322255114,
2026-05-05 18:22:09,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.44,18,3,121,0,1,normal,0.04209395481065237,
2026-05-05 13:31:32,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.38000000000000006,13,1,122,0,1,normal,0.042237776147834194,
2026-05-05 16:21:31,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.44,16,3,125,0,1,normal,0.04237881059005655,
2026-05-05 20:22:47,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.46,20,1,45,1,1,normal,0.042529296575227526,
2026-05-05 15:21:12,mixed_syslog_2000.log,illegal,192.0.2.50,0,0.2,0.30000000000000004,15,0,0,0,1,normal,0.042963843646019795,
2026-05-05 04:17:43,mixed_syslog_2000.log,admin,203.0.113.77,0,0.2,0.5,4,4,4,1,1,normal,0.043197973495539665,
2026-05-05 04:50:37,mixed_syslog_2000.log,illegal,192.0.2.50,0,0.2,0.5,4,4,4,1,1,normal,0.043197973495539665,
2026-05-05 22:56:19,mixed_syslog_2000.log,oracle,198.51.100.99,0,0.2,0.41000000000000003,22,1,1,1,1,normal,0.04351495613251233,
2026-05-05 14:15:24,mixed_syslog_2000.log,admin,203.0.113.77,0,0.2,0.30000000000000004,14,0,0,0,1,normal,0.04362199452953075,
2026-05-05 20:28:16,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.49000000000000005,20,2,48,1,1,normal,0.045029491308974934,
2026-05-05 20:33:45,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.49000000000000005,20,2,49,1,1,normal,0.04510231740855519,
2026-05-05 21:45:02,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.46,21,1,50,1,1,normal,0.04512529453731329,
2026-05-05 11:12:01,web.log,/admin,198.51.100.23,0,0.2,0.30000000000000004,11,0,0,0,1,normal,0.04546225767805023,
2026-05-05 11:19:56,mixed_syslog_2000.log,oracle,198.51.100.99,0,0.2,0.30000000000000004,11,0,0,0,1,normal,0.04546225767805023,
2026-05-05 13:15:05,mixed_syslog_2000.log,oracle,198.51.100.99,0,0.2,0.30000000000000004,13,0,0,0,1,normal,0.04558975586332403,
2026-05-05 13:42:30,mixed_syslog_2000.log,illegal,192.0.2.50,0,0.2,0.30000000000000004,13,0,0,0,1,normal,0.04558975586332403,
2026-05-05 00:00:00,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.38000000000000006,0,0,0,1,1,normal,0.045794972422305125,
2026-05-05 00:05:29,mixed_syslog_2000.log,admin,203.0.113.77,0,0.2,0.38000000000000006,0,0,0,1,1,normal,0.045794972422305125,
2026-05-05 00:10:58,mixed_syslog_2000.log,oracle,198.51.100.99,0,0.2,0.38000000000000006,0,0,0,1,1,normal,0.045794972422305125,
2026-05-05 00:27:25,mixed_syslog_2000.log,illegal,192.0.2.50,0,0.2,0.38000000000000006,0,0,0,1,1,normal,0.045794972422305125,
2026-05-06 00:07:36,mixed_syslog_2000.log,illegal,192.0.2.50,0,0.2,0.38000000000000006,0,0,0,1,1,normal,0.045794972422305125,
2026-05-05 11:08:58,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.41000000000000003,11,2,122,0,1,normal,0.04644360307112716,
2026-05-05 15:26:41,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.41000000000000003,15,2,116,0,1,normal,0.04706020882516371,
2026-05-05 22:34:23,mixed_syslog_2000.log,admin,203.0.113.77,0,0.2,0.44000000000000006,22,2,2,1,1,normal,0.04731955812274269,
2026-05-05 22:45:21,mixed_syslog_2000.log,admin,203.0.113.77,0,0.2,0.44000000000000006,22,2,2,1,1,normal,0.04731955812274269,
2026-05-05 21:50:31,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.49000000000000005,21,2,51,1,1,normal,0.04733132475945123,
2026-05-05 02:17:52,mixed_syslog_2000.log,system,0.0.0.0,1,0.2,0.54,2,7,51,1,1,normal,0.04751595925227203,
2026-05-05 02:18:39,mixed_syslog_2000.log,system,0.0.0.0,1,0.2,0.54,2,7,51,1,1,normal,0.04751595925227203,
2026-05-05 02:19:26,mixed_syslog_2000.log,system,0.0.0.0,1,0.2,0.54,2,7,51,1,1,normal,0.04751595925227203,
2026-05-05 02:20:13,mixed_syslog_2000.log,system,0.0.0.0,1,0.2,0.54,2,7,51,1,1,normal,0.04751595925227203,
2026-05-05 02:21:00,mixed_syslog_2000.log,system,0.0.0.0,1,0.2,0.54,2,7,51,1,1,normal,0.04751595925227203,
2026-05-05 02:21:47,mixed_syslog_2000.log,system,0.0.0.0,1,0.2,0.54,2,7,51,1,1,normal,0.04751595925227203,
2026-05-05 12:58:38,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.38000000000000006,12,1,120,0,1,normal,0.04817285290729778,
2026-05-05 15:43:08,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.44,15,3,121,0,1,normal,0.04849374877480728,
2026-05-05 12:20:15,mixed_syslog_2000.log,admin,203.0.113.77,0,0.2,0.30000000000000004,12,0,0,0,1,normal,0.048543977476262934,
