timestamp,source_file,user,source_ip,country,success,base_country_risk,country_risk,hour,failed_last_hour,logins_last_hour,unusual_hour,anomaly,anomaly_label,anomaly_score,anomaly_reason
2026-05-05 16:37:58,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.67,16,4,129,0,1,normal,0.0,
2026-05-05 17:16:21,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.7000000000000001,17,5,125,0,1,normal,0.0,
2026-05-05 20:22:47,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.66,20,1,45,1,1,normal,0.0,
2026-05-05 20:44:43,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.72,20,3,45,1,1,normal,0.0,
2026-05-06 00:13:05,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.72,0,3,45,1,1,normal,0.0,
2026-05-06 00:45:59,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.72,0,3,51,1,1,normal,0.0,
2026-05-06 00:56:57,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.72,0,3,50,1,1,normal,0.0,
2026-05-05 00:00:00,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.58,0,0,0,1,1,normal,0.01,
2026-05-05 01:11:17,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.72,1,3,51,1,1,normal,0.01,
2026-05-05 01:22:15,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.72,1,3,49,1,1,normal,0.01,
2026-05-05 04:17:43,mixed_syslog_2000.log,admin,203.0.113.77,Local/Private (LU),0,0.2,0.5,4,4,4,1,1,normal,0.01,
2026-05-05 04:28:41,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.69,4,2,54,1,1,normal,0.01,
2026-05-05 04:50:37,mixed_syslog_2000.log,illegal,192.0.2.50,Local/Private (LU),0,0.2,0.5,4,4,4,1,1,normal,0.01,
2026-05-05 04:56:06,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.69,4,2,54,1,1,normal,0.01,
2026-05-05 08:24:28,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.64,8,3,43,0,1,normal,0.01,
2026-05-05 08:40:55,mixed_syslog_2000.log,illegal,192.0.2.50,Local/Private (LU),0,0.2,0.30000000000000004,8,0,0,0,1,normal,0.01,
2026-05-05 08:51:53,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.64,8,3,42,0,1,normal,0.01,
2026-05-05 10:52:31,mixed_syslog_2000.log,root,185.220.101.33,Germany (EU - Safe),0,0.2,0.42000000000000004,10,4,5,0,1,normal,0.01,
2026-05-05 11:03:29,mixed_syslog_2000.log,admin,203.0.113.77,Local/Private (LU),0,0.2,0.42000000000000004,11,4,4,0,1,normal,0.01,
2026-05-05 11:08:58,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.6100000000000001,11,2,122,0,1,normal,0.01,
2026-05-05 11:41:52,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.64,11,3,120,0,1,normal,0.01,
2026-05-05 12:58:38,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.5800000000000001,12,1,120,0,1,normal,0.01,
2026-05-05 13:09:36,mixed_syslog_2000.log,admin,203.0.113.77,Local/Private (LU),0,0.2,0.42000000000000004,13,4,4,0,1,normal,0.01,
2026-05-05 13:31:32,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.5800000000000001,13,1,122,0,1,normal,0.01,
2026-05-05 13:58:57,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.5800000000000001,13,1,124,0,1,normal,0.01,
2026-05-05 14:04:26,mixed_syslog_2000.log,oracle,198.51.100.99,Local/Private (LU),0,0.2,0.42000000000000004,14,4,4,0,1,normal,0.01,
2026-05-05 14:59:16,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.5800000000000001,14,1,114,0,1,normal,0.01,
2026-05-05 15:43:08,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.64,15,3,121,0,1,normal,0.01,
2026-05-05 16:05:04,mixed_syslog_2000.log,illegal,192.0.2.50,Local/Private (LU),0,0.2,0.42000000000000004,16,4,4,0,1,normal,0.01,
2026-05-05 16:10:33,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.6100000000000001,16,2,123,0,1,normal,0.01,
2026-05-05 16:32:29,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.64,16,3,127,0,1,normal,0.01,
2026-05-05 16:54:25,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.67,16,4,124,0,1,normal,0.01,
2026-05-05 18:00:13,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.64,18,3,118,0,1,normal,0.01,
2026-05-05 18:22:09,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.64,18,3,121,0,1,normal,0.01,
2026-05-05 18:27:38,mixed_syslog_2000.log,admin,203.0.113.77,Local/Private (LU),0,0.2,0.30000000000000004,18,0,0,0,1,normal,0.01,
2026-05-05 18:44:05,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.64,18,3,119,0,1,normal,0.01,
2026-05-05 18:49:34,mixed_syslog_2000.log,illegal,192.0.2.50,Local/Private (LU),0,0.2,0.39,18,3,3,0,1,normal,0.01,
2026-05-05 18:55:03,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.67,18,4,123,0,1,normal,0.01,
2026-05-05 20:06:20,mixed_syslog_2000.log,root,185.220.101.33,Germany (EU - Safe),0,0.2,0.4700000000000001,20,3,3,1,1,normal,0.01,
2026-05-05 20:33:45,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.69,20,2,49,1,1,normal,0.01,
2026-05-05 21:01:10,mixed_syslog_2000.log,admin,203.0.113.77,Local/Private (LU),0,0.2,0.4700000000000001,21,3,3,1,1,normal,0.01,
2026-05-05 21:12:08,mixed_syslog_2000.log,admin,203.0.113.77,Local/Private (LU),0,0.2,0.4700000000000001,21,3,3,1,1,normal,0.01,
2026-05-05 21:17:37,mixed_syslog_2000.log,admin,203.0.113.77,Local/Private (LU),0,0.2,0.4700000000000001,21,3,3,1,1,normal,0.01,
2026-05-05 21:45:02,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.66,21,1,50,1,1,normal,0.01,
2026-05-05 21:50:31,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.69,21,2,51,1,1,normal,0.01,
2026-05-05 21:56:00,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.72,21,3,50,1,1,normal,0.01,
2026-05-05 23:18:15,mixed_syslog_2000.log,root,185.220.101.33,Germany (EU - Safe),0,0.2,0.38000000000000006,23,0,0,1,1,normal,0.01,
2026-05-06 01:35:20,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.72,1,3,51,1,1,normal,0.01,
2026-05-06 02:02:45,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.66,2,1,43,1,1,normal,0.01,
2026-05-05 01:33:13,mixed_syslog_2000.log,illegal,192.0.2.50,Local/Private (LU),0,0.2,0.4700000000000001,1,3,3,1,1,normal,0.02,
2026-05-05 01:38:42,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.72,1,3,47,1,1,normal,0.02,
2026-05-05 03:06:26,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.69,3,2,47,1,1,normal,0.02,
2026-05-05 03:33:51,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.66,3,1,49,1,1,normal,0.02,
2026-05-05 03:50:18,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.69,3,2,50,1,1,normal,0.02,
2026-05-05 04:34:10,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.69,4,2,51,1,1,normal,0.02,
2026-05-05 05:39:58,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.66,5,1,48,1,1,normal,0.02,
2026-05-05 06:12:52,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.66,6,1,49,1,1,normal,0.02,
2026-05-05 06:51:15,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.66,6,1,45,1,1,normal,0.02,
2026-05-05 07:29:38,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.66,7,1,44,1,1,normal,0.02,
2026-05-05 07:51:34,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.66,7,1,44,1,1,normal,0.02,
2026-05-05 07:57:03,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.69,7,2,46,1,1,normal,0.02,
2026-05-05 08:18:59,mixed_syslog_2000.log,root,185.220.101.33,Germany (EU - Safe),0,0.2,0.39,8,3,3,0,1,normal,0.02,
2026-05-05 09:13:49,mixed_syslog_2000.log,oracle,198.51.100.99,Local/Private (LU),0,0.2,0.30000000000000004,9,0,0,0,1,normal,0.02,
2026-05-05 10:12:44,ssh.log,admin,185.220.101.4,Germany (EU - Safe),0,0.2,0.30000000000000004,10,0,0,0,1,normal,0.02,
2026-05-05 10:12:49,ssh.log,root,185.220.101.4,Germany (EU - Safe),0,0.2,0.30000000000000004,10,0,0,0,1,normal,0.02,
2026-05-05 10:15:01,web.log,/wp-login.php,185.220.101.4,Germany (EU - Safe),0,0.2,0.30000000000000004,10,0,0,0,1,normal,0.02,
2026-05-05 10:15:03,web.log,/xmlrpc.php,185.220.101.4,Germany (EU - Safe),0,0.2,0.30000000000000004,10,0,0,0,1,normal,0.02,
2026-05-05 10:36:04,mixed_syslog_2000.log,admin,203.0.113.77,Local/Private (LU),0,0.2,0.39,10,3,3,0,1,normal,0.02,
2026-05-05 10:47:02,mixed_syslog_2000.log,root,185.220.101.33,Germany (EU - Safe),0,0.2,0.39,10,3,4,0,1,normal,0.02,
2026-05-05 11:12:01,web.log,/admin,198.51.100.23,Local/Private (LU),0,0.2,0.30000000000000004,11,0,0,0,1,normal,0.02,
2026-05-05 11:14:27,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.64,11,3,125,0,1,normal,0.02,
2026-05-05 11:19:56,mixed_syslog_2000.log,oracle,198.51.100.99,Local/Private (LU),0,0.2,0.30000000000000004,11,0,0,0,1,normal,0.02,
2026-05-05 11:25:25,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.64,11,3,128,0,1,normal,0.02,
2026-05-05 12:20:15,mixed_syslog_2000.log,admin,203.0.113.77,Local/Private (LU),0,0.2,0.30000000000000004,12,0,0,0,1,normal,0.02,
2026-05-05 12:25:44,mixed_syslog_2000.log,root,185.220.101.33,Germany (EU - Safe),0,0.2,0.30000000000000004,12,0,0,0,1,normal,0.02,
2026-05-05 14:15:24,mixed_syslog_2000.log,admin,203.0.113.77,Local/Private (LU),0,0.2,0.30000000000000004,14,0,0,0,1,normal,0.02,
2026-05-05 14:26:22,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.6100000000000001,14,2,124,0,1,normal,0.02,
2026-05-05 15:04:45,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.6100000000000001,15,2,119,0,1,normal,0.02,
2026-05-05 15:21:12,mixed_syslog_2000.log,illegal,192.0.2.50,Local/Private (LU),0,0.2,0.30000000000000004,15,0,0,0,1,normal,0.02,
2026-05-05 15:26:41,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.6100000000000001,15,2,116,0,1,normal,0.02,
2026-05-05 15:54:06,mixed_syslog_2000.log,illegal,192.0.2.50,Local/Private (LU),0,0.2,0.39,15,3,3,0,1,normal,0.02,
2026-05-05 16:16:02,mixed_syslog_2000.log,admin,203.0.113.77,Local/Private (LU),0,0.2,0.30000000000000004,16,0,0,0,1,normal,0.02,
2026-05-05 16:21:31,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.64,16,3,125,0,1,normal,0.02,
2026-05-05 17:10:52,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.67,17,4,124,0,1,normal,0.02,
2026-05-05 17:21:50,mixed_syslog_2000.log,illegal,192.0.2.50,Local/Private (LU),0,0.2,0.30000000000000004,17,0,0,0,1,normal,0.02,
2026-05-05 17:32:48,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.67,17,4,123,0,1,normal,0.02,
2026-05-05 17:38:17,mixed_syslog_2000.log,oracle,198.51.100.99,Local/Private (LU),0,0.2,0.30000000000000004,17,0,0,0,1,normal,0.02,
2026-05-05 18:05:42,mixed_syslog_2000.log,illegal,192.0.2.50,Local/Private (LU),0,0.2,0.36000000000000004,18,2,2,0,1,normal,0.02,
2026-05-05 18:16:40,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.6100000000000001,18,2,120,0,1,normal,0.02,
2026-05-05 18:38:36,mixed_syslog_2000.log,illegal,192.0.2.50,Local/Private (LU),0,0.2,0.36000000000000004,18,2,2,0,1,normal,0.02,
2026-05-05 19:34:13,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),1,0.4,0.7100000000000001,19,6,98,1,1,normal,0.02,
2026-05-05 19:35:00,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),1,0.4,0.7100000000000001,19,6,97,1,1,normal,0.02,
2026-05-05 19:35:47,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),1,0.4,0.7100000000000001,19,6,96,1,1,normal,0.02,
2026-05-05 19:36:34,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),1,0.4,0.7100000000000001,19,6,96,1,1,normal,0.02,
2026-05-05 19:38:08,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),1,0.4,0.7100000000000001,19,6,93,1,1,normal,0.02,
2026-05-05 19:39:42,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),1,0.4,0.7100000000000001,19,6,91,1,1,normal,0.02,
2026-05-05 19:40:29,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),1,0.4,0.7100000000000001,19,6,91,1,1,normal,0.02,
2026-05-05 19:41:16,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),1,0.4,0.7100000000000001,19,6,91,1,1,normal,0.02,
2026-05-05 19:42:03,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),1,0.4,0.7100000000000001,19,6,90,1,1,normal,0.02,
2026-05-05 19:42:50,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),1,0.4,0.7100000000000001,19,6,89,1,1,normal,0.02,
2026-05-05 19:43:37,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),1,0.4,0.7100000000000001,19,6,88,1,1,normal,0.02,
2026-05-05 20:28:16,mixed_syslog_2000.log,system,0.0.0.0,Local/Private (LU),0,0.4,0.69,20,2,48,1,1,normal,0.02,
2026-05-05 22:17:56,mixed_syslog_2000.log,root,185.220.101.33,Germany (EU - Safe),0,0.2,0.38000000000000006,22,0,0,1,1,normal,0.02,
2026-05-05 22:23:25,mixed_syslog_2000.log,oracle,198.51.100.99,Local/Private (LU),0,0.2,0.38000000000000006,22,0,0,1,1,normal,0.02,
2026-05-05 22:39:52,mixed_syslog_2000.log,illegal,192.0.2.50,Local/Private (LU),0,0.2,0.38000000000000006,22,0,0,1,1,normal,0.02,
2026-05-05 23:01:48,mixed_syslog_2000.log,illegal,192.0.2.50,Local/Private (LU),0,0.2,0.41000000000000003,23,1,1,1,1,normal,0.02,
2026-05-05 23:07:17,mixed_syslog_2000.log,illegal,192.0.2.50,Local/Private (LU),0,0.2,0.44000000000000006,23,2,2,1,1,normal,0.02,
2026-05-05 23:12:46,mixed_syslog_2000.log,oracle,198.51.100.99,Local/Private (LU),0,0.2,0.44000000000000006,23,2,2,1,1,normal,0.02,
2026-05-05 23:23:44,mixed_syslog_2000.log,admin,203.0.113.77,Local/Private (LU),0,0.2,0.44000000000000006,23,2,2,1,1,normal,0.02,
2026-05-05 23:34:42,mixed_syslog_2000.log,root,185.220.101.33,Germany (EU - Safe),0,0.2,0.41000000000000003,23,1,1,1,1,normal,0.02,
2026-05-05 23:40:11,mixed_syslog_2000.log,root,185.220.101.33,Germany (EU - Safe),0,0.2,0.44000000000000006,23,2,2,1,1,normal,0.02,
2026-05-05 23:56:38,mixed_syslog_2000.log,admin,203.0.113.77,Local/Private (LU),0,0.2,0.41000000000000003,23,1,1,1,1,normal,0.02,
2026-05-05 00:05:29,mixed_syslog_2000.log,admin,203.0.113.77,Local/Private (LU),0,0.2,0.38000000000000006,0,0,0,1,1,normal,0.03,
2026-05-05 00:10:58,mixed_syslog_2000.log,oracle,198.51.100.99,Local/Private (LU),0,0.2,0.38000000000000006,0,0,0,1,1,normal,0.03,
2026-05-05 00:27:25,mixed_syslog_2000.log,illegal,192.0.2.50,Local/Private (LU),0,0.2,0.38000000000000006,0,0,0,1,1,normal,0.03,
